name	support	dist	leaves	sample1_sum	sample1_min	sample1_max	sample1_mean	sample1_variance	sample2_sum	sample2_min	sample2_max	sample2_mean	sample2_variance	sample3_sum	sample3_min	sample3_max	sample3_mean	sample3_variance	sample4_sum	sample4_min	sample4_max	sample4_mean	sample4_variance	sample5_sum	sample5_min	sample5_max	sample5_mean	sample5_variance	random_type_counter	taxid	sci_name	common_name	lineage	rank	named_lineage	nleaves	sample1	sample2	sample3	sample4	sample5	random_type
g__Caldarchaeum	1.0	1.0	6	3.2	0.05	0.97	0.5333333333333333		4.13	0.35	0.99	0.6883333333333334		3.43	0.33	0.7	0.5716666666666667		3.7600000000000002	0.37	0.87	0.6266666666666667		2.84	0.2	0.76	0.47333333333333333		low--2||high--1||medium--3	g__Caldarchaeum	g__Caldarchaeum		1;2;79;549;1776;2205;2206	genus	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum	6						
GB_GCA_002898355.1	1.0	1.0	1	0.01	0.01	0.01	0.01		0.72	0.72	0.72	0.72		0.99	0.99	0.99	0.99		0.38	0.38	0.38	0.38		0.84	0.84	0.84	0.84		medium--1	GB_GCA_002898355.1	GB_GCA_002898355.1		1;2;79;549;1776;2205;4796;4797;4798	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__HRBIN01;s__HRBIN01 sp002898355;GB_GCA_002898355.1	1						
g__B109-G9	1.0	1.0	3	2.27	0.56	0.95	0.7566666666666667		2.26	0.51	0.96	0.7533333333333333		1.82	0.07	0.94	0.6066666666666667		1.3199999999999998	0.08	0.74	0.43999999999999995		0.45000000000000007	0.09	0.2	0.15000000000000002		medium--1||high--1||low--1	g__B109-G9	g__B109-G9		1;2;79;549;2646;2647;2648	genus	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__B109-G9	3						
GB_GCA_002011085.1	1.0	1.0	1	0.13	0.13	0.13	0.13		0.51	0.51	0.51	0.51		0.44	0.44	0.44	0.44		0.57	0.57	0.57	0.57		0.09	0.09	0.09	0.09		medium--1	GB_GCA_002011085.1	GB_GCA_002011085.1		1;2;79;549;2646;2647;6874;6875;6876	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__JDFR-14;s__JDFR-14 sp002011085;GB_GCA_002011085.1	1						
GB_GCA_002011075.1	1.0	1.0	1	0.74	0.74	0.74	0.74		0.37	0.37	0.37	0.37		0.72	0.72	0.72	0.72		0.45	0.45	0.45	0.45		0.84	0.84	0.84	0.84		medium--1	GB_GCA_002011075.1	GB_GCA_002011075.1		1;2;79;549;2646;2647;7192;7193;7194	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__JdFR-13;s__JdFR-13 sp002011075;GB_GCA_002011075.1	1						
g__Conexivisphaera	1.0	1.0	3	1.26	0.19	0.73	0.42		1.79	0.13	0.84	0.5966666666666667		1.09	0.04	0.66	0.36333333333333334		1.7999999999999998	0.1	0.88	0.6		1.79	0.45	0.79	0.5966666666666667		high--1||medium--1||low--1	g__Conexivisphaera	g__Conexivisphaera		1;2;79;549;3475;3476;3477	genus	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__Conexivisphaeraceae;g__Conexivisphaera	3						
g__UBA164	1.0	1.0	3	1.49	0.14	0.75	0.49666666666666665		1.1500000000000001	0.1	0.95	0.38333333333333336		1.46	0.16	0.67	0.48666666666666664		2.37	0.71	0.92	0.79		1.84	0.52	0.66	0.6133333333333334		low--1||high--2	g__UBA164	g__UBA164		1;2;79;549;3475;4698;4699	genus	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164	3						
GB_GCA_011333845.1	1.0	1.0	1	0.11	0.11	0.11	0.11		0.91	0.91	0.91	0.91		0.59	0.59	0.59	0.59		0.06	0.06	0.06	0.06		0.98	0.98	0.98	0.98		high--1	GB_GCA_011333845.1	GB_GCA_011333845.1		1;2;79;549;3475;4799;4800;4801;4802	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__DTJL01;g__DTJL01;s__DTJL01 sp011333845;GB_GCA_011333845.1	1						
GB_GCA_014361085.1	1.0	1.0	1	0.14	0.14	0.14	0.14		0.48	0.48	0.48	0.48		0.87	0.87	0.87	0.87		0.84	0.84	0.84	0.84		0.49	0.49	0.49	0.49		high--1	GB_GCA_014361085.1	GB_GCA_014361085.1		1;2;79;549;6671;6672;6673;6674;6675	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__JACIWG01;f__JACIWG01;g__JACIWG01;s__JACIWG01 sp014361085;GB_GCA_014361085.1	1						
g__PALSA-986	1.0	1.0	31	16.09	0.02	0.99	0.5190322580645161		15.849999999999998	0.01	0.96	0.5112903225806451		14.8	0.07	0.96	0.4774193548387097		16.499999999999996	0.01	0.97	0.5322580645161289		15.56	0.01	0.99	0.5019354838709678		high--17||low--9||medium--5	g__PALSA-986	g__PALSA-986		1;2;79;1547;1548;1549;1550	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986	31						
g__DRVV01	1.0	1.0	5	1.27	0.06	0.49	0.254		2.92	0.19	0.88	0.584		2.7	0.03	0.93	0.54		2.63	0.21	0.93	0.526		1.95	0.07	0.68	0.39		low--2||high--3	g__DRVV01	g__DRVV01		1;2;79;1547;1548;1549;2570	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVV01	5						
g__UBA233	1.0	1.0	4	3.01	0.59	0.91	0.7525		1.27	0.2	0.5	0.3175		2.26	0.34	0.75	0.565		1.92	0.03	0.99	0.48		2.33	0.35	0.87	0.5825		high--2||low--2	g__UBA233	g__UBA233		1;2;79;1547;1548;1549;2642	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA233	4						
s__UBA11855 sp11852u	1.0	1.0	2	0.85	0.42	0.43	0.425		1.4900000000000002	0.56	0.93	0.7450000000000001		1.5	0.7	0.8	0.75		1.22	0.44	0.78	0.61		0.99	0.15	0.84	0.495		medium--1||high--1	s__UBA11855 sp11852u	s__UBA11855 sp11852u		1;2;79;1547;1548;1549;2811;2812	species	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA11855;s__UBA11855 sp11852u	2						
g__JdFR-07	1.0	1.0	3	2.33	0.69	0.9	0.7766666666666667		1.43	0.35	0.6	0.4766666666666666		1.52	0.09	0.75	0.5066666666666667		2.16	0.31	0.98	0.7200000000000001		2.04	0.42	0.88	0.68		low--1||medium--1||high--1	g__JdFR-07	g__JdFR-07		1;2;79;1547;1548;1549;2881	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__JdFR-07	3						
s__DSLF01 sp011051215	1.0	1.0	2	0.8200000000000001	0.15	0.67	0.41000000000000003		1.25	0.59	0.66	0.625		0.6799999999999999	0.3	0.38	0.33999999999999997		1.34	0.55	0.79	0.67		1.4	0.51	0.89	0.7		medium--1||low--1	s__DSLF01 sp011051215	s__DSLF01 sp011051215		1;2;79;1547;1548;1549;3316;3317	species	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DSLF01;s__DSLF01 sp011051215	2						
s__DSZD01 sp011364805	1.0	1.0	2	1.24	0.26	0.98	0.62		0.88	0.4	0.48	0.44		1.5	0.63	0.87	0.75		0.99	0.34	0.65	0.495		0.78	0.16	0.62	0.39		high--1||low--1	s__DSZD01 sp011364805	s__DSZD01 sp011364805		1;2;79;1547;1548;1549;3377;3378	species	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DSZD01;s__DSZD01 sp011364805	2						
g__DRVP01	1.0	1.0	4	2.18	0.07	0.92	0.545		1.9500000000000002	0.02	0.98	0.48750000000000004		2.7800000000000002	0.53	0.79	0.6950000000000001		1.09	0.1	0.48	0.2725		1.71	0.08	0.58	0.4275		medium--3||high--1	g__DRVP01	g__DRVP01		1;2;79;1547;1548;1549;3511	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVP01	4						
g__PIYA01	1.0	1.0	3	1.5399999999999998	0.17	0.96	0.5133333333333333		0.98	0.2	0.57	0.32666666666666666		1.83	0.42	0.91	0.61		2.52	0.66	0.94	0.84		1.09	0.23	0.59	0.36333333333333334		high--1||medium--2	g__PIYA01	g__PIYA01		1;2;79;1547;1548;1549;3932	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PIYA01	3						
GB_GCA_004376975.1	1.0	1.0	1	0.32	0.32	0.32	0.32		0.32	0.32	0.32	0.32		0.44	0.44	0.44	0.44		0.82	0.82	0.82	0.82		0.26	0.26	0.26	0.26		low--1	GB_GCA_004376975.1	GB_GCA_004376975.1		1;2;79;1547;1548;1549;4210;4211;4212	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__SOJA01;s__SOJA01 sp004376975;GB_GCA_004376975.1	1						
GB_GCA_011370995.1	1.0	1.0	1	0.12	0.12	0.12	0.12		0.52	0.52	0.52	0.52		0.73	0.73	0.73	0.73		0.05	0.05	0.05	0.05		0.73	0.73	0.73	0.73		medium--1	GB_GCA_011370995.1	GB_GCA_011370995.1		1;2;79;1547;1548;1549;4237;4238;4239	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRUK01;s__DRUK01 sp011370995;GB_GCA_011370995.1	1						
g__SG8-32-3	1.0	1.0	2	1.19	0.44	0.75	0.595		1.13	0.41	0.72	0.565		0.79	0.0	0.79	0.395		0.25	0.02	0.23	0.125		1.83	0.88	0.95	0.915		high--1||low--1	g__SG8-32-3	g__SG8-32-3		1;2;79;1547;1548;1549;4317	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__SG8-32-3	2						
g__JACAEI01	1.0	1.0	2	1.1199999999999999	0.43	0.69	0.5599999999999999		1.0	0.42	0.58	0.5		1.72	0.74	0.98	0.86		0.65	0.26	0.39	0.325		1.12	0.4	0.72	0.56		low--1||high--1	g__JACAEI01	g__JACAEI01		1;2;79;1547;1548;1549;4933	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__JACAEI01	2						
GB_GCA_011334665.1	1.0	1.0	1	0.09	0.09	0.09	0.09		0.98	0.98	0.98	0.98		0.91	0.91	0.91	0.91		0.61	0.61	0.61	0.61		0.43	0.43	0.43	0.43		medium--1	GB_GCA_011334665.1	GB_GCA_011334665.1		1;2;79;1547;1548;1549;6004;6005;6006	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DTHR01;s__DTHR01 sp011334665;GB_GCA_011334665.1	1						
GB_GCA_011053435.1	1.0	1.0	1	0.35	0.35	0.35	0.35		0.68	0.68	0.68	0.68		0.01	0.01	0.01	0.01		0.02	0.02	0.02	0.02		0.34	0.34	0.34	0.34		low--1	GB_GCA_011053435.1	GB_GCA_011053435.1		1;2;79;1547;1548;1549;6284;6285;6286	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DSLH01;s__DSLH01 sp011053435;GB_GCA_011053435.1	1						
GB_GCA_009889605.1	1.0	1.0	1	0.17	0.17	0.17	0.17		0.41	0.41	0.41	0.41		0.7	0.7	0.7	0.7		0.59	0.59	0.59	0.59		0.89	0.89	0.89	0.89		low--1	GB_GCA_009889605.1	GB_GCA_009889605.1		1;2;79;1547;1548;1549;6666;6667;6668	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__WUQU01;s__WUQU01 sp009889605;GB_GCA_009889605.1	1						
GB_GCA_003601875.1	1.0	1.0	1	0.94	0.94	0.94	0.94		0.45	0.45	0.45	0.45		0.29	0.29	0.29	0.29		0.26	0.26	0.26	0.26		0.54	0.54	0.54	0.54		low--1	GB_GCA_003601875.1	GB_GCA_003601875.1		1;2;79;1547;1548;1549;6831;6832;6833	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PIYF01;s__PIYF01 sp003601875;GB_GCA_003601875.1	1						
GB_GCA_001273385.1	1.0	1.0	1	0.83	0.83	0.83	0.83		0.93	0.93	0.93	0.93		0.03	0.03	0.03	0.03		0.56	0.56	0.56	0.56		0.96	0.96	0.96	0.96		low--1	GB_GCA_001273385.1	GB_GCA_001273385.1		1;2;79;1547;1548;1549;7266;7267;7268	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__AD8-1;s__AD8-1 sp001273385;GB_GCA_001273385.1	1						
GB_GCA_002779555.1	1.0	1.0	1	0.39	0.39	0.39	0.39		0.81	0.81	0.81	0.81		0.98	0.98	0.98	0.98		0.33	0.33	0.33	0.33		0.26	0.26	0.26	0.26		medium--1	GB_GCA_002779555.1	GB_GCA_002779555.1		1;2;79;1547;1548;1549;7784;7785;7786	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__20-14-0-80-47-9;s__20-14-0-80-47-9 sp002779555;GB_GCA_002779555.1	1						
g__B26-1	1.0	1.0	4	2.13	0.13	0.92	0.5325		3.06	0.3	1.0	0.765		2.4	0.26	0.92	0.6		2.33	0.37	0.99	0.5825		1.96	0.23	0.72	0.49		low--3||high--1	g__B26-1	g__B26-1		1;2;79;1547;1548;2255;2256	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B26-1	4						
g__DTEX01	1.0	1.0	7	3.24	0.22	0.84	0.4628571428571429		3.19	0.13	0.94	0.4557142857142857		4.52	0.2	0.95	0.6457142857142857		2.83	0.13	0.68	0.4042857142857143		3.6199999999999997	0.19	0.8	0.5171428571428571		high--2||low--1||medium--4	g__DTEX01	g__DTEX01		1;2;79;1547;1548;2255;2744	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01	7						
GB_GCA_003662645.1	1.0	1.0	1	0.72	0.72	0.72	0.72		0.7	0.7	0.7	0.7		0.69	0.69	0.69	0.69		0.67	0.67	0.67	0.67		0.34	0.34	0.34	0.34		high--1	GB_GCA_003662645.1	GB_GCA_003662645.1		1;2;79;1547;1548;2255;4815;4816;4817	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B17-G17;s__B17-G17 sp003662645;GB_GCA_003662645.1	1						
g__B63	1.0	1.0	4	2.48	0.36	0.85	0.62		2.4200000000000004	0.39	0.78	0.6050000000000001		1.98	0.31	0.92	0.495		1.03	0.11	0.42	0.2575		1.81	0.02	0.83	0.4525		high--3||medium--1	g__B63	g__B63		1;2;79;1547;1548;2255;6014	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B63	4						
GB_GCA_003601835.1	1.0	1.0	1	0.22	0.22	0.22	0.22		0.72	0.72	0.72	0.72		0.39	0.39	0.39	0.39		0.51	0.51	0.51	0.51		0.47	0.47	0.47	0.47		low--1	GB_GCA_003601835.1	GB_GCA_003601835.1		1;2;79;1547;1548;2255;7709;7710;7711	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__PIYB01;s__PIYB01 sp003601835;GB_GCA_003601835.1	1						
s__BA2 sp001399795	1.0	1.0	2	0.93	0.12	0.81	0.465		0.5800000000000001	0.13	0.45	0.29000000000000004		0.47	0.06	0.41	0.235		0.7300000000000001	0.05	0.68	0.36500000000000005		0.64	0.13	0.51	0.32		medium--1||low--1	s__BA2 sp001399795	s__BA2 sp001399795		1;2;79;1547;1548;2803;2804;2805	species	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BA2;s__BA2 sp001399795	2						
s__SOJZ01 sp004376295	1.0	1.0	2	1.17	0.58	0.59	0.585		1.01	0.45	0.56	0.505		0.55	0.1	0.45	0.275		0.35	0.09	0.26	0.175		1.15	0.55	0.6	0.575		high--1||medium--1	s__SOJZ01 sp004376295	s__SOJZ01 sp004376295		1;2;79;1547;1548;2803;3471;3472	species	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__SOJZ01;s__SOJZ01 sp004376295	2						
g__BIN-L-1	1.0	1.0	3	0.39	0.01	0.29	0.13		0.9299999999999999	0.04	0.71	0.31		1.38	0.4	0.5	0.45999999999999996		1.43	0.43	0.53	0.4766666666666666		1.82	0.39	0.79	0.6066666666666667		low--2||high--1	g__BIN-L-1	g__BIN-L-1		1;2;79;1547;1548;2803;4977	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BIN-L-1	3						
GB_GCA_001399805.1	1.0	1.0	1	0.56	0.56	0.56	0.56		0.66	0.66	0.66	0.66		0.96	0.96	0.96	0.96		0.99	0.99	0.99	0.99		0.23	0.23	0.23	0.23		low--1	GB_GCA_001399805.1	GB_GCA_001399805.1		1;2;79;1547;1548;2803;5335;5336;5337	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BA1;s__BA1 sp001399805;GB_GCA_001399805.1	1						
GB_GCA_003662715.1	1.0	1.0	1	0.47	0.47	0.47	0.47		0.36	0.36	0.36	0.36		0.98	0.98	0.98	0.98		0.66	0.66	0.66	0.66		0.01	0.01	0.01	0.01		low--1	GB_GCA_003662715.1	GB_GCA_003662715.1		1;2;79;1547;1548;2803;5975;5976;5977	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__B1-G15;s__B1-G15 sp003662715;GB_GCA_003662715.1	1						
s__B24-2 sp002490245	1.0	1.0	2	1.08	0.44	0.64	0.54		0.35	0.12	0.23	0.175		0.98	0.29	0.69	0.49		1.02	0.26	0.76	0.51		0.31	0.15	0.16	0.155		high--1||low--1	s__B24-2 sp002490245	s__B24-2 sp002490245		1;2;79;1547;1548;3576;3577;3578	species	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B24-2;g__B24-2;s__B24-2 sp002490245	2						
GB_GCA_009889585.1	1.0	1.0	1	0.74	0.74	0.74	0.74		0.35	0.35	0.35	0.35		0.15	0.15	0.15	0.15		0.68	0.68	0.68	0.68		0.8	0.8	0.8	0.8		medium--1	GB_GCA_009889585.1	GB_GCA_009889585.1		1;2;79;1547;1548;5969;5970;5971;5972	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__WUQV01;g__WUQV01;s__WUQV01 sp009889585;GB_GCA_009889585.1	1						
GB_GCA_004376645.1	1.0	1.0	1	0.1	0.1	0.1	0.1		0.87	0.87	0.87	0.87		0.36	0.36	0.36	0.36		0.0	0.0	0.0	0.0		0.79	0.79	0.79	0.79		low--1	GB_GCA_004376645.1	GB_GCA_004376645.1		1;2;79;1547;1548;6544;6545;6546;6547	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__SOJC01;g__SOJC01;s__SOJC01 sp004376645;GB_GCA_004376645.1	1						
g__40CM-2-53-6	1.0	1.0	27	11.639999999999999	0.0	0.99	0.43111111111111106		15.35	0.09	0.99	0.5685185185185185		14.59	0.01	0.97	0.5403703703703704		9.35	0.0	0.94	0.34629629629629627		14.75	0.02	1.0	0.5462962962962963		medium--11||low--7||high--9	g__40CM-2-53-6	g__40CM-2-53-6		1;2;79;1547;1932;1933;1934	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6	27						
s__BA-19 sp005888735	1.0	1.0	2	0.71	0.02	0.69	0.355		0.81	0.06	0.75	0.405		1.24	0.5	0.74	0.62		0.88	0.36	0.52	0.44		1.16	0.44	0.72	0.58		low--2	s__BA-19 sp005888735	s__BA-19 sp005888735		1;2;79;1547;1932;1933;3364;3365	species	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__BA-19;s__BA-19 sp005888735	2						
g__BA-13	1.0	1.0	2	0.64	0.25	0.39	0.32		0.34	0.02	0.32	0.17		0.38	0.0	0.38	0.19		0.9299999999999999	0.24	0.69	0.46499999999999997		0.9400000000000001	0.14	0.8	0.47000000000000003		low--1||high--1	g__BA-13	g__BA-13		1;2;79;1547;1932;1933;4373	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__BA-13	2						
g__DTDX01	1.0	1.0	3	1.23	0.31	0.6	0.41		1.3599999999999999	0.24	0.7	0.4533333333333333		1.61	0.03	0.9	0.5366666666666667		1.06	0.0	0.59	0.35333333333333333		1.46	0.3	0.64	0.48666666666666664		low--2||medium--1	g__DTDX01	g__DTDX01		1;2;79;1547;1932;2739;2740	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTDX01;g__DTDX01	3						
GB_GCA_011355205.1	1.0	1.0	1	0.83	0.83	0.83	0.83		0.13	0.13	0.13	0.13		0.66	0.66	0.66	0.66		0.6	0.6	0.6	0.6		0.59	0.59	0.59	0.59		low--1	GB_GCA_011355205.1	GB_GCA_011355205.1		1;2;79;1547;1932;4874;4875;4876;4877	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__RBG-13-38-9;g__DTMT01;s__DTMT01 sp011355205;GB_GCA_011355205.1	1						
g__RBG-13-38-9	1.0	1.0	2	0.6000000000000001	0.05	0.55	0.30000000000000004		1.1800000000000002	0.53	0.65	0.5900000000000001		1.54	0.57	0.97	0.77		0.6499999999999999	0.06	0.59	0.32499999999999996		0.5700000000000001	0.19	0.38	0.28500000000000003		low--1||medium--1	g__RBG-13-38-9	g__RBG-13-38-9		1;2;79;1547;1932;4874;4996	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__RBG-13-38-9;g__RBG-13-38-9	2						
GB_GCA_011358085.1	1.0	1.0	1	0.43	0.43	0.43	0.43		0.92	0.92	0.92	0.92		0.92	0.92	0.92	0.92		0.27	0.27	0.27	0.27		0.53	0.53	0.53	0.53		low--1	GB_GCA_011358085.1	GB_GCA_011358085.1		1;2;79;1547;1932;5634;5635;5636;5637	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTGE01;g__DTOY01;s__DTOY01 sp011358085;GB_GCA_011358085.1	1						
GB_GCA_011389385.1	1.0	1.0	1	0.77	0.77	0.77	0.77		0.13	0.13	0.13	0.13		0.03	0.03	0.03	0.03		0.47	0.47	0.47	0.47		0.39	0.39	0.39	0.39		high--1	GB_GCA_011389385.1	GB_GCA_011389385.1		1;2;79;1547;1932;5634;7796;7797;7798	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTGE01;g__DTGE01;s__DTGE01 sp011389385;GB_GCA_011389385.1	1						
g__FEN-987	1.0	1.0	2	1.37	0.55	0.82	0.685		0.55	0.11	0.44	0.275		1.08	0.27	0.81	0.54		1.12	0.39	0.73	0.56		1.3900000000000001	0.55	0.84	0.6950000000000001		low--2	g__FEN-987	g__FEN-987		1;2;79;1547;1932;7565;7566	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__FEN-987;g__FEN-987	2						
g__B25	1.0	1.0	5	1.8800000000000001	0.1	0.81	0.376		2.4000000000000004	0.03	0.74	0.4800000000000001		2.5	0.02	0.95	0.5		2.96	0.24	0.99	0.592		1.7699999999999998	0.06	0.57	0.354		medium--1||low--3||high--1	g__B25	g__B25		1;2;79;1547;2960;2961;2962	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B25;f__B25;g__B25	5						
s__JdFR-11 sp002011035	1.0	1.0	2	1.1099999999999999	0.48	0.63	0.5549999999999999		0.9299999999999999	0.46	0.47	0.46499999999999997		1.05	0.4	0.65	0.525		0.8700000000000001	0.2	0.67	0.43500000000000005		0.6100000000000001	0.28	0.33	0.30500000000000005		high--2	s__JdFR-11 sp002011035	s__JdFR-11 sp002011035		1;2;79;1547;2960;2961;3349;3350	species	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B25;f__B25;g__JdFR-11;s__JdFR-11 sp002011035	2						
g__EX4484-218	1.0	1.0	3	1.82	0.41	0.73	0.6066666666666667		0.76	0.06	0.49	0.25333333333333335		2.51	0.55	0.99	0.8366666666666666		1.23	0.02	0.84	0.41		2.1100000000000003	0.53	0.9	0.7033333333333335		low--1||high--1||medium--1	g__EX4484-218	g__EX4484-218		1;2;79;1547;2960;2961;3606	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B25;f__B25;g__EX4484-218	3						
s__B24 sp001593865	1.0	1.0	2	1.49	0.72	0.77	0.745		0.64	0.17	0.47	0.32		1.08	0.23	0.85	0.54		0.41000000000000003	0.13	0.28	0.20500000000000002		0.7100000000000001	0.16	0.55	0.35500000000000004		medium--1||low--1	s__B24 sp001593865	s__B24 sp001593865		1;2;79;1547;3588;3589;3590;3591	species	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__B24;s__B24 sp001593865	2						
g__DTBU01	1.0	1.0	5	2.16	0.12	0.74	0.43200000000000005		1.98	0.31	0.5	0.396		1.88	0.05	0.69	0.376		1.94	0.06	0.76	0.388		2.72	0.13	0.89	0.544		medium--2||high--1||low--2	g__DTBU01	g__DTBU01		1;2;79;1547;3588;3589;3901	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__DTBU01	5						
g__DRYS01	1.0	1.0	3	1.6800000000000002	0.08	0.93	0.56		1.5100000000000002	0.13	0.93	0.5033333333333334		2.08	0.49	0.87	0.6933333333333334		0.31000000000000005	0.0	0.17	0.10333333333333335		0.29000000000000004	0.0	0.27	0.09666666666666668		high--2||medium--1	g__DRYS01	g__DRYS01		1;2;79;1547;3588;3669;3670	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__DRYS01;g__DRYS01	3						
GB_GCA_001593875.1	1.0	1.0	1	0.24	0.24	0.24	0.24		0.56	0.56	0.56	0.56		0.16	0.16	0.16	0.16		0.96	0.96	0.96	0.96		0.02	0.02	0.02	0.02		high--1	GB_GCA_001593875.1	GB_GCA_001593875.1		1;2;79;1547;4406;4407;4408;4409;4410	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__B23;s__B23 sp001593875;GB_GCA_001593875.1	1						
g__GCA-2726865	1.0	1.0	2	0.86	0.22	0.64	0.43		1.6400000000000001	0.77	0.87	0.8200000000000001		0.64	0.3	0.34	0.32		0.78	0.16	0.62	0.39		0.98	0.43	0.55	0.49		high--2	g__GCA-2726865	g__GCA-2726865		1;2;79;1547;4406;4407;4764	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__GCA-2726865	2						
