FeatureID	sample1	sample2	sample3	sample4	sample5	Taxon
GB_GCA_014523695.1	0.01	0.00	0.20	0.12	0.02	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5896;s__TH5896 sp014523695
GB_GCA_014523515.1	0.62	0.86	0.28	0.13	0.86	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 sp014523515
GB_GCA_014523485.1	0.09	0.22	0.10	0.14	0.58	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 sp014523485
GB_GCA_013114725.1	0.15	0.88	0.95	0.07	0.75	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__QCWD01;s__QCWD01 sp013114725
GB_GCA_014523685.1	0.05	0.81	0.98	0.16	0.11	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5893;s__TH5893 sp014523685
GB_GCA_013306055.1	0.39	0.63	0.73	0.69	0.48	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002494565
GB_GCA_013306135.1	0.99	0.83	0.07	0.34	0.19	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002494565
GB_GCA_013306035.1	0.28	0.16	1.00	0.68	0.60	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002494565
GB_GCA_013306115.1	0.43	0.47	0.27	0.11	0.11	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002494565
GB_GCA_002494565.1	0.61	0.05	0.07	0.07	0.17	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002494565
GB_GCA_013306075.1	0.53	0.25	0.75	0.81	0.34	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002494565
GB_GCA_002717165.1	0.88	0.01	0.16	0.43	0.11	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002495905
GB_GCA_002495905.1	0.63	0.62	0.36	0.49	0.88	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002495905
GB_GCA_002505305.1	0.88	0.80	0.87	0.16	0.20	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002495905
GB_GCA_002508305.1	0.20	0.43	0.63	0.82	0.18	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002495905
GB_GCA_013378375.1	0.96	0.65	0.05	1.00	0.76	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002693165
GB_GCA_002693165.1	0.52	0.83	0.27	0.87	0.04	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002693165
GB_GCA_013378385.1	0.18	0.12	0.21	0.34	0.90	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp013378385
GB_GCA_002713205.1	0.62	0.35	0.97	0.99	0.71	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002713205
RS_GCF_900248165.1	0.44	0.64	0.63	0.96	0.10	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__Nitrosocaldus;s__Nitrosocaldus cavascurensis
RS_GCF_002906215.1	0.47	0.85	1.00	0.25	0.29	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__Nitrosocaldus;s__Nitrosocaldus cavascurensis
GB_GCA_011058825.1	0.01	0.93	0.80	0.54	0.86	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__Nitrosocaldus;s__Nitrosocaldus cavascurensis
GB_GCA_002898445.1	0.58	0.32	0.94	0.47	0.35	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__Nitrosocaldus;s__Nitrosocaldus cavascurensis
GB_GCA_013538705.1	0.09	0.46	0.14	0.73	0.63	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__Nitrosocaldus;s__Nitrosocaldus sp013538805
GB_GCA_011373145.1	0.87	0.75	0.79	0.31	0.69	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__Nitrosocaldus;s__Nitrosocaldus sp013538805
GB_GCA_013538805.1	0.06	0.75	0.57	0.98	0.69	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__Nitrosocaldus;s__Nitrosocaldus sp013538805
GB_GCA_013538695.1	0.36	0.14	0.71	0.73	0.71	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__Nitrosocaldus;s__Nitrosocaldus sp013538805
GB_GCA_002898655.1	0.93	0.73	0.62	0.81	0.64	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__Nitrosocaldus;s__Nitrosocaldus sp002898655
GB_GCA_013538675.1	0.19	0.93	0.18	0.28	0.49	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__Nitrosocaldus;s__Nitrosocaldus sp013538675
GB_GCA_013538715.1	0.48	0.56	0.09	0.44	0.39	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__JACAFH01;s__JACAFH01 sp013538715
GB_GCA_013538795.1	0.91	0.26	0.80	0.37	0.55	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__JACAFH01;s__JACAFH01 sp013538715
GB_GCA_005877455.1	0.13	0.28	0.94	0.66	0.24	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp005877225
GB_GCA_005877225.1	0.38	0.44	0.05	0.44	0.45	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp005877225
GB_GCA_005877275.1	0.94	0.57	0.39	0.82	0.56	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp005877225
GB_GCA_005877765.1	0.57	0.78	0.76	0.50	0.94	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp005877365
GB_GCA_005877365.1	0.77	0.89	0.52	0.78	0.41	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp005877365
GB_GCA_002495205.1	0.78	0.66	0.63	0.53	0.06	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp002495205
GB_GCA_005877185.1	0.40	0.70	0.13	0.29	0.88	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp005877185
GB_GCA_003164815.1	0.59	0.03	0.65	0.28	0.26	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815
GB_GCA_003139715.1	0.73	0.46	0.11	0.62	0.33	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815
GB_GCA_003135575.1	0.17	0.62	0.92	0.62	0.67	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003135575
RS_GCF_902812495.1	0.88	0.34	0.07	0.04	0.22	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__CADDZR01;s__CADDZR01 sp902812495
GB_GCA_002713325.1	0.74	0.50	0.39	1.00	0.54	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA213;g__UBA213;s__UBA213 sp002713325
GB_GCA_012928585.1	0.82	0.01	0.99	0.95	0.17	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA213;g__UBA213;s__UBA213 sp002713325
GB_GCA_002494485.1	0.31	0.20	0.70	0.17	0.58	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA213;g__UBA213;s__UBA213 sp002713325
GB_GCA_011331095.1	0.97	0.91	0.80	0.00	0.79	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA213;g__UBA213;s__UBA213 sp011331095
GB_GCA_011358735.1	0.17	0.12	0.98	0.35	0.06	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JACAEJ01;g__JACAEJ01;s__JACAEJ01 sp011358735
GB_GCA_013388925.1	0.52	0.47	0.49	0.35	0.33	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JACAEJ01;g__JACAEJ01;s__JACAEJ01 sp013388925
GB_GCA_011355215.1	0.80	0.66	0.80	0.87	0.79	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JAAOZN01;g__JAAOZN01;s__JAAOZN01 sp011355215
GB_GCA_011605775.1	0.38	0.51	0.42	0.23	0.55	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JAAOZN01;g__JAAOZN01;s__JAAOZN01 sp011605775
GB_GCA_002495315.1	0.74	0.22	0.86	0.46	0.07	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA141;g__UBA141;s__UBA141 sp002495315
RS_GCF_902812485.1	0.46	0.19	0.73	0.90	0.93	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__CADDZS01;g__CADDZS01;s__CADDZS01 sp902812485
GB_GCA_013288145.1	0.79	0.20	0.66	0.76	0.75	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__CADDZS01;g__JABDCJ01;s__JABDCJ01 sp013288145
GB_GCA_011363045.1	0.56	0.82	0.03	0.26	0.92	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__NZ13-MG1;s__NZ13-MG1 sp011363045
GB_GCA_011331845.1	0.17	0.73	0.92	0.36	0.50	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__NZ13-MG1;s__NZ13-MG1 sp011363045
GB_GCA_011375525.1	0.61	0.21	0.21	0.07	0.05	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__NZ13-MG1;s__NZ13-MG1 sp011363045
GB_GCA_011056145.1	0.30	0.91	0.04	0.09	0.54	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__NZ13-MG1;s__NZ13-MG1 sp011363045
GB_GCA_011369765.1	0.62	0.52	0.08	0.50	0.55	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__NZ13-MG1;s__NZ13-MG1 sp011364235
GB_GCA_011364235.1	0.82	0.87	0.07	0.54	0.43	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__NZ13-MG1;s__NZ13-MG1 sp011364235
GB_GCA_003056285.1	0.68	0.93	0.28	0.27	0.37	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__NZ13-MG1;s__NZ13-MG1 sp003056285
GB_GCA_011364615.1	0.02	0.07	0.37	0.72	0.74	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__JGI-0000106-J15;s__JGI-0000106-J15 sp011364615
GB_GCA_011364075.1	0.65	0.58	0.66	0.90	0.04	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__JGI-0000106-J15;s__JGI-0000106-J15 sp011364615
GB_GCA_011337925.1	0.40	0.73	0.44	0.09	0.75	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__JGI-0000106-J15;s__JGI-0000106-J15 sp011337925
GB_GCA_011375845.1	0.89	0.19	0.95	0.39	0.59	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__JGI-0000106-J15;s__JGI-0000106-J15 sp011375845
GB_GCA_000405685.1	0.64	0.33	0.29	0.06	0.52	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__JGI-0000106-J15;s__JGI-0000106-J15 sp000405685
GB_GCA_011363825.1	0.61	0.40	0.37	0.92	0.32	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__JGI-0000106-J15;s__JGI-0000106-J15 sp011363825
GB_GCA_003660635.1	0.74	0.08	0.91	0.47	0.69	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__EX4484-121;s__EX4484-121 sp003660635
GB_GCA_002255105.1	0.69	0.97	0.15	0.35	0.60	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__EX4484-121;s__EX4484-121 sp002255105
GB_GCA_011373025.1	0.13	0.58	0.93	0.93	0.53	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__AWOC01;s__AWOC01 sp000494185
GB_GCA_000402965.1	0.65	0.88	0.12	0.17	0.59	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__AWOC01;s__AWOC01 sp000494185
GB_GCA_000494185.1	0.32	0.64	0.85	0.20	0.84	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__AWOC01;s__AWOC01 sp000494185
GB_GCA_000494145.1	0.38	0.32	0.35	0.86	0.37	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__JGI-OTU-1;s__JGI-OTU-1 sp000494145
GB_GCA_000405905.1	0.82	0.68	0.87	0.55	0.76	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__JGI-OTU-1;s__JGI-OTU-1 sp000494145
GB_GCA_011364265.1	0.86	0.85	0.66	0.65	0.70	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__JGI-OTU-1;s__JGI-OTU-1 sp011364265
GB_GCA_011369755.1	0.92	0.99	0.64	0.15	0.68	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__JGI-OTU-1;s__JGI-OTU-1 sp011364265
GB_GCA_011362255.1	0.97	0.72	0.63	0.00	0.95	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__DTDI01;s__DTDI01 sp011362255
GB_GCA_011334935.1	0.47	0.90	0.97	0.00	0.28	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__DTDI01;s__DTDI01 sp011334935
GB_GCA_009889515.1	0.02	0.90	0.80	0.62	0.42	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__HRBIN02;s__HRBIN02 sp009889515
GB_GCA_011373505.1	0.32	0.58	0.55	0.79	0.58	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__HRBIN02;s__HRBIN02 sp011373505
GB_GCA_002898395.1	0.04	0.29	0.48	0.33	0.22	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__HRBIN02;s__HRBIN02 sp002898395
GB_GCA_011373385.1	0.58	0.12	0.29	0.25	0.39	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__HRBIN02;s__HRBIN02 sp011373385
GB_GCA_011373365.1	0.78	0.69	0.33	0.86	0.44	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum subterraneum_B
GB_GCA_011364605.1	0.05	0.38	0.64	0.66	0.76	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum subterraneum_B
GB_GCA_011364015.1	0.20	0.35	0.52	0.87	0.63	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum subterraneum_B
GB_GCA_011373645.1	0.97	0.89	0.69	0.37	0.20	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum subterraneum_C
GB_GCA_000270325.1	0.47	0.99	0.55	0.51	0.56	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum subterraneum_A
GB_GCA_011373345.1	0.73	0.83	0.70	0.49	0.25	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum subterraneum_D
GB_GCA_002898355.1	0.01	0.72	0.99	0.38	0.84	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__HRBIN01;s__HRBIN01 sp002898355
GB_GCA_011043415.1	0.76	0.79	0.94	0.08	0.09	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__B109-G9;s__B109-G9 sp003661505
GB_GCA_003661505.1	0.56	0.96	0.07	0.74	0.16	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__B109-G9;s__B109-G9 sp003661505
GB_GCA_003661525.1	0.95	0.51	0.81	0.50	0.20	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__B109-G9;s__B109-G9 sp003661525
GB_GCA_002011085.1	0.13	0.51	0.44	0.57	0.09	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__JDFR-14;s__JDFR-14 sp002011085
GB_GCA_002011075.1	0.74	0.37	0.72	0.45	0.84	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__JdFR-13;s__JdFR-13 sp002011075
GB_GCA_011054345.1	0.34	0.84	0.39	0.82	0.55	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__Conexivisphaeraceae;g__Conexivisphaera;s__Conexivisphaera sp011054345
GB_GCA_009903775.1	0.73	0.82	0.66	0.10	0.45	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__Conexivisphaeraceae;g__Conexivisphaera;s__Conexivisphaera sp011054345
RS_GCF_013340765.1	0.19	0.13	0.04	0.88	0.79	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__Conexivisphaeraceae;g__Conexivisphaera;s__Conexivisphaera calidus
GB_GCA_002506605.1	0.60	0.10	0.67	0.71	0.52	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164;s__UBA164 sp002506605
GB_GCA_002499005.1	0.75	0.10	0.16	0.74	0.66	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164;s__UBA164 sp002499005
GB_GCA_009903795.1	0.14	0.95	0.63	0.92	0.66	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164;s__UBA164 sp009903795
GB_GCA_011333845.1	0.11	0.91	0.59	0.06	0.98	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__DTJL01;g__DTJL01;s__DTJL01 sp011333845
GB_GCA_014361085.1	0.14	0.48	0.87	0.84	0.49	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__JACIWG01;f__JACIWG01;g__JACIWG01;s__JACIWG01 sp014361085
GB_GCA_903893145.1	0.61	0.57	0.51	0.65	0.65	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp903901015
GB_GCA_903833115.1	0.80	0.16	0.59	0.84	0.30	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp903901015
GB_GCA_903901015.1	0.17	0.52	0.15	0.80	0.64	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp903901015
GB_GCA_903884205.1	0.84	0.03	0.55	0.05	0.02	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp903901015
GB_GCA_903865415.1	0.19	0.75	0.56	0.26	0.57	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp903901015
GB_GCA_009786255.1	0.68	0.10	0.08	0.10	0.11	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009787585
GB_GCA_009787585.1	0.12	0.96	0.18	0.96	0.87	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009787585
GB_GCA_009786585.1	0.41	0.29	0.07	0.72	0.99	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009787585
GB_GCA_009783705.1	0.03	0.45	0.07	0.79	0.01	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009783705
GB_GCA_009778815.1	0.89	0.76	0.55	0.91	0.47	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009783705
GB_GCA_003141855.1	0.81	0.01	0.95	0.62	0.09	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003141855
GB_GCA_003141295.1	0.85	0.02	0.45	0.83	0.69	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003141855
GB_GCA_009781675.1	0.80	0.91	0.89	0.15	0.24	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009781675
GB_GCA_009785285.1	0.56	0.94	0.38	0.90	0.42	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009781675
GB_GCA_009787255.1	0.48	0.89	0.96	0.68	0.94	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009787175
GB_GCA_009787175.1	0.34	0.24	0.83	0.58	0.84	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009787175
GB_GCA_009779045.1	0.18	0.58	0.64	0.16	0.24	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009779045
GB_GCA_009784175.1	0.94	0.46	0.58	0.73	0.50	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009779045
GB_GCA_012513715.1	0.88	0.54	0.70	0.12	0.63	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp012513715
GB_GCA_003151735.1	0.87	0.19	0.46	0.42	0.06	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003151735
GB_GCA_012515445.1	0.90	0.57	0.09	0.62	0.55	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp012515445
GB_GCA_011367965.1	0.04	0.88	0.52	0.78	0.62	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp011367965
GB_GCA_009781395.1	0.20	0.82	0.34	0.72	0.23	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009781395
GB_GCA_003133625.1	0.10	0.83	0.43	0.20	0.51	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003133625
GB_GCA_003164295.1	0.86	0.31	0.86	0.97	0.95	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003164295
GB_GCA_003165195.1	0.99	0.12	0.19	0.01	0.42	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003165195
GB_GCA_012511995.1	0.05	0.66	0.32	0.04	0.56	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp012511995
GB_GCA_011332615.1	0.58	0.74	0.34	0.49	0.74	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp011332615
RS_GCF_003589585.1	0.29	0.03	0.57	0.51	0.88	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003589585
GB_GCA_009778385.1	0.61	0.72	0.75	0.23	0.13	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009778385
