name	GC	GCA	aquatic_habitat	host_associated	size	soil_habitat	GCF
1914538.SAMN13893876.GCA_012727935.1	43.9	GCA_012727935.1			2761987		GB_GCA_012727935.1
1122211.SAMN02743374.GCA_000686905.1	43.1	GCA_000686905.1			2920434		RS_GCF_000686905.1
1122212.SAMN02440684.GCA_000422325.1	43.1	GCA_000422325.1			2836070		RS_GCF_000422325.1
1897630.SAMN05687752.GCA_001968815.1	46.8	GCA_001968815.1			6003883		RS_GCF_001968815.1
2799565.SAMN17155175.GCA_017309075.1	61.9	GCA_017309075.1			3803142		RS_GCF_017309075.1
2283196.SAMN09709391.GCA_003345655.1	56.7	GCA_003345655.1			4185419		RS_GCF_003345655.1
1468178.SAMN17271117.GCA_017912535.1	59.0	GCA_017912535.1			3673986		RS_GCF_017912535.1
1122202.SAMN02440466.GCA_000378045.1	58.5	GCA_000378045.1	0	1	5364574	0	RS_GCF_000378045.1
1714300.SAMD00045271.GCA_001528745.1	57.2	GCA_001528745.1			5637742		RS_GCF_001528745.1
1821621.SAMN04939310.GCA_001651805.1	58.8	GCA_001651805.1	1	0	5191608	0	RS_GCF_001651805.1
518897.SAMD00245152.GCA_014645375.1	62.1	GCA_014645375.1			5546883		RS_GCF_014645375.1
1899355.SAMN14488422.GCA_013373085.1	60.0	GCA_013373085.1			5784410		GB_GCA_013373085.1
1122198.SAMN02745729.GCA_900107855.1	54.9	GCA_900107855.1	0	0	3925261	1	RS_GCF_900107855.1
267374.SAMN07621472.GCA_003014615.1	56.0	GCA_003014615.1	0	0	3653655	1	RS_GCF_003014615.1
1042375.SAMN02470153.GCA_000220545.1	55.9	GCA_000220545.1			4370691		None
1542925.SAMN15871874.GCA_017776525.1	58.2	GCA_017776525.1			3335703		RS_GCF_017776525.1
2756129.SAMN15590284.GCA_013868415.1	56.4	GCA_013868415.1			3279731		RS_GCF_013868415.1
2851016.SAMN19822035.GCA_019061305.1	58.9	GCA_019061305.1			3539703		RS_GCF_019061305.1
1232683.SAMN02745957.GCA_000705555.1	56.4	GCA_000705555.1	1	0	4552885	1	RS_GCF_000705555.1
1679163.SAMD00245044.GCA_014641945.1	58.4	GCA_014641945.1			4734355		RS_GCF_014641945.1
2849041.SAMN19718325.GCA_019084545.1	59.3	GCA_019084545.1			4886764		RS_GCF_019084545.1
1122201.SAMN02440877.GCA_000428985.1	56.4	GCA_000428985.1	1	0	4380400	0	RS_GCF_000428985.1
1476959.SAMN07620977.GCA_004339595.1	57.1	GCA_004339595.1			4979947		RS_GCF_004339595.1
568106.SAMN05444390.GCA_900108065.1	57.4	GCA_900108065.1			5568333		RS_GCF_900108065.1
1899355.SAMN14488399.GCA_013373575.1	51.1	GCA_013373575.1			3380740		GB_GCA_013373575.1
2668067.SAMN13266633.GCA_012848475.1	47.7	GCA_012848475.1	1	0	2360824	0	RS_GCF_012848475.1
2497733.SAMN12878200.GCA_013282965.1	48.2	GCA_013282965.1			2536603		RS_GCF_013282965.1
1571224.SAMN12859421.GCA_008973755.1	53.5	GCA_008973755.1	1	0	4063987	0	RS_GCF_008973755.1
2614693.SAMN12792670.GCA_008727795.1	50.1	GCA_008727795.1	0	0	4172991	1	RS_GCF_008727795.1
1545442.SAMN03076158.GCA_000764495.1	50.0	GCA_000764495.1	0	0	3795776	1	RS_GCF_000764495.1
267850.SAMN02700551.GCA_000691225.1	52.1	GCA_000691225.1	1	0	3412133	0	RS_GCF_000691225.1
1914300.SAMN10237376.GCA_007693685.1	44.2	GCA_007693685.1	1	0	2846071	0	GB_GCA_007693685.1
1730894.SAMN12859419.GCA_008973715.1	45.0	GCA_008973715.1	1	0	3140149	0	RS_GCF_008973715.1
1708751.SAMN11081988.GCA_008368715.1	50.8	GCA_008368715.1	0	0	2793747	1	RS_GCF_008368715.1
1366656.SAMN12792971.GCA_009821115.1	47.0	GCA_009821115.1	1	0	3969871	0	RS_GCF_009821115.1
2219697.SAMN09389146.GCA_003284585.1	46.1	GCA_003284585.1			4001852		RS_GCF_003284585.1
1815562.SAMN10685071.GCA_004005935.1	50.5	GCA_004005935.1	1	1	3681520	0	RS_GCF_004005935.1
1572645.SAMN06109290.GCA_001922575.1	45.5	GCA_001922575.1	1	1	3876499	0	RS_GCF_001922575.1
1031538.SAMN12684172.GCA_008630635.1	46.4	GCA_008630635.1			3561992		RS_GCF_008630635.1
1971898.SAMN16086371.GCA_016744175.1	43.1	GCA_016744175.1	1	1	4217061	0	GB_GCA_016744175.1
1441457.SAMD00067079.GCA_016592555.1	43.7	GCA_016592555.1	1	0	4095481	1	RS_GCF_016592555.1
1122599.SAMN02440650.GCA_000422765.1	43.7	GCA_000422765.1			4391552		RS_GCF_000422765.1
1045558.SAMN04095071.GCA_016082375.1	46.2	GCA_016082375.1			4457478		RS_GCF_016082375.1
619304.SAMN04074909.GCA_001305295.1	45.7	GCA_001305295.1	1	0	4568828	1	RS_GCF_001305295.1
1899355.SAMN14675761.GCA_013215505.1	45.2	GCA_013215505.1	1	0	5731702	0	GB_GCA_013215505.1
77133.SAMEA9695182.GCA_913063245.1	45.5	GCA_913063245.1			4937904		None
1330036.SAMN02470760.GCA_000416275.1	43.4	GCA_000416275.1	0	1	4505254	0	GB_GCA_000416275.1
1899355.SAMN14675763.GCA_013215375.1	43.3	GCA_013215375.1	1	0	4999463	0	GB_GCA_013215375.1
2781979.SAMN16552271.GCA_015209595.1	50.6	GCA_015209595.1			4639006		RS_GCF_015209595.1
207954.SAMN02436143.GCA_000153345.1	46.6	GCA_000153345.1	1	0	3924755	0	RS_GCF_000153345.1
1946976.SAMN06457525.GCA_002435145.1	43.0	GCA_002435145.1	1	0	3880229	0	GB_GCA_002435145.1
1806670.SAMN04506967.GCA_001597725.1	42.8	GCA_001597725.1	1	0	3454191	0	RS_GCF_001597725.1
1806669.SAMN04506932.GCA_001597735.1	45.7	GCA_001597735.1			3631894		RS_GCF_001597735.1
707589.SAMN17981531.GCA_017051665.1	51.5	GCA_017051665.1			4964135		RS_GCF_017051665.1
452629.SAMN10458233.GCA_003858655.1	47.7	GCA_003858655.1	1	0	4736203	1	RS_GCF_003858655.1
1872502.SAMN16086372.GCA_016744155.1	47.2	GCA_016744155.1	1	1	4151203	0	GB_GCA_016744155.1
1278309.SAMN02440491.GCA_000381785.1	47.5	GCA_000381785.1	1	0	3799525	1	RS_GCF_000381785.1
355243.SAMN19350932.GCA_018860855.1	47.7	GCA_018860855.1			4486358		RS_GCF_018860855.1
2490544.SAMN10458095.GCA_003957515.1	48.5	GCA_003957515.1	0	0	4124452	1	RS_GCF_003957515.1
355243.SAMN03080615.GCA_900111095.1	51.1	GCA_900111095.1			4735181		RS_GCF_900111095.1
1914300.SAMN13827026.GCA_018223185.1	50.2	GCA_018223185.1	1	0	4607040	0	GB_GCA_018223185.1
1122200.SAMN02952989.GCA_000620085.1	55.2	GCA_000620085.1			5177835		RS_GCF_000620085.1
195044.SAMEA9694397.GCA_913057435.1	54.5	GCA_913057435.1			4760818		None
2862496.SAMN20345381.GCA_019795155.1	60.8	GCA_019795155.1			4802898		None
1635171.SAMN03447955.GCA_003194385.1	55.8	GCA_003194385.1	0	0	5791196	1	RS_GCF_003194385.1
1121103.SAMN02769643.GCA_000619885.1	54.4	GCA_000619885.1			3653918		RS_GCF_000619885.1
1899355.SAMN08019789.GCA_003521845.1	48.4	GCA_003521845.1			2946673		GB_GCA_003521845.1
332614.SAMEA8498455.GCA_905478715.1	45.3	GCA_905478715.1	1	0	2599698	0	GB_GCA_905478715.1
1899355.SAMN14913767.GCA_018647765.1	48.6	GCA_018647765.1	1	0	2487997	0	GB_GCA_018647765.1
207949.SAMN14559901.GCA_012295615.1	44.0	GCA_012295615.1			3550395		RS_GCF_012295615.1
2024825.SAMN07618424.GCA_002683575.1	44.3	GCA_002683575.1	1	0	3164348	0	GB_GCA_002683575.1
1913989.SAMN14488420.GCA_013373125.1	44.0	GCA_013373125.1			3502991		GB_GCA_013373125.1
2056770.SAMEA9693944.GCA_913058575.1	42.1	GCA_913058575.1			5719961		None
285273.SAMEA9694693.GCA_913054055.1	42.5	GCA_913054055.1			3691818		None
285273.SAMEA9695144.GCA_913061435.1	42.4	GCA_913061435.1			2937431		None
698738.SAMEA4532328.GCA_000967895.1	42.2	GCA_000967895.1	1	0	4406383	1	GB_GCA_000967895.1
261015.SAMEA9694577.GCA_913061415.1	42.7	GCA_913061415.1			3647504		None
1249553.SAMD00245623.GCA_014652515.1	53.6	GCA_014652515.1			3832536		RS_GCF_014652515.1
1249553.SAMN07372106.GCA_002237535.1	53.4	GCA_002237535.1	0	0	4293726	1	RS_GCF_002237535.1
1962303.SAMN15871832.GCA_014859445.1	50.2	GCA_014859445.1	0	0	2889062	1	GB_GCA_014859445.1
1947651.SAMN06452228.GCA_002314145.1	53.2	GCA_002314145.1	1	0	4168903	0	GB_GCA_002314145.1
1947665.SAMN06451399.GCA_002433655.1	52.6	GCA_002433655.1	1	0	4137207	0	GB_GCA_002433655.1
1947658.SAMN06454197.GCA_002335285.1	53.1	GCA_002335285.1	0	0	4369408	1	GB_GCA_002335285.1
2666188.SAMN13245900.GCA_016132425.1	56.1	GCA_016132425.1			2990026		GB_GCA_016132425.1
1298593.SAMEA2272589.GCA_000355675.1	46.6	GCA_000355675.1	1	0	3920328	1	RS_GCF_000355675.1
1947666.SAMN06455247.GCA_002298335.1	55.1	GCA_002298335.1	1	0	3488490	0	GB_GCA_002298335.1
345910.SAMEA9693931.GCA_913057625.1	46.9	GCA_913057625.1	1	0	3357441	0	None
484498.SAMEA9694896.GCA_913019975.1	51.6	GCA_913019975.1	1	0	3493010	0	None
1899355.SAMN07619548.GCA_002724925.1	51.6	GCA_002724925.1	1	0	3969902	0	GB_GCA_002724925.1
345910.SAMEA9695394.GCA_913061185.1	53.6	GCA_913061185.1			3969926		None
2862510.SAMN20368532.GCA_019740315.1	54.3	GCA_019740315.1			5115008		None
1122615.SAMN02441519.GCA_000422845.1	55.3	GCA_000422845.1	1	0	4505834	0	RS_GCF_000422845.1
1891229.SAMN19594139.GCA_019090315.1	47.8	GCA_019090315.1	1	0	2934391	0	GB_GCA_019090315.1
1891229.SAMN17309591.GCA_016763075.1	46.7	GCA_016763075.1			2653718		GB_GCA_016763075.1
1913989.SAMN10716092.GCA_006227085.1	57.8	GCA_006227085.1	1	0	2209980	1	GB_GCA_006227085.1
569599.SAMN09074685.GCA_003688415.1	49.4	GCA_003688415.1			2689440		RS_GCF_003688415.1
2026722.SAMN16426037.GCA_016712055.1	51.6	GCA_016712055.1	0	0	2596952	1	GB_GCA_016712055.1
2026722.SAMN16425981.GCA_016713115.1	50.9	GCA_016713115.1	0	0	2490855	1	GB_GCA_016713115.1
1950786.SAMN06455254.GCA_002339085.1	43.8	GCA_002339085.1	1	0	2262236	0	GB_GCA_002339085.1
332614.SAMEA8498445.GCA_905478595.1	42.9	GCA_905478595.1	1	0	2294357	0	GB_GCA_905478595.1
2026722.SAMN14915087.GCA_018668095.1	42.8	GCA_018668095.1	1	0	2187452	0	GB_GCA_018668095.1
1891229.SAMN17496143.GCA_017854395.1	47.8	GCA_017854395.1	1	0	2834833	0	GB_GCA_017854395.1
1913989.SAMN19246978.GCA_018677155.1	53.8	GCA_018677155.1			2903619		GB_GCA_018677155.1
1121374.SAMN02440427.GCA_000373485.1	47.4	GCA_000373485.1	1	0	4104988	1	RS_GCF_000373485.1
1904639.SAMEA4467369.GCA_900120175.1	45.9	GCA_900120175.1			4825034		RS_GCF_900120175.1
716816.SAMN06075352.GCA_002117105.1	47.7	GCA_002117105.1			4472079		RS_GCF_002117105.1
247633.SAMN02436155.GCA_000169075.1	47.2	GCA_000169075.1	1	0	3925629	0	GB_GCA_000169075.1
1953081.SAMN06450484.GCA_002415025.1	55.3	GCA_002415025.1	1	0	4079820	0	GB_GCA_002415025.1
1524264.SAMN12025081.GCA_014191715.1	55.7	GCA_014191715.1			3489636		RS_GCF_014191715.1
2760804.SAMN16057075.GCA_014705705.1	51.3	GCA_014705705.1			3288743		RS_GCF_014705705.1
1620392.SAMN03372475.GCA_001010805.1	50.7	GCA_001010805.1	1	0	3481669	0	RS_GCF_001010805.1
1470434.SAMN04361929.GCA_001586255.1	50.7	GCA_001586255.1	1	0	4204359	0	RS_GCF_001586255.1
641702.SAMN14908369.GCA_014202945.1	50.8	GCA_014202945.1	1	0	3855481	0	RS_GCF_014202945.1
1470434.SAMEA5215815.GCA_902705875.1	46.6	GCA_902705875.1	1	1	3979381	0	RS_GCF_902705875.1
2857107.SAMN20157208.GCA_019312595.1	49.4	GCA_019312595.1	0	0	4255273	1	None
1470434.SAMEA5215814.GCA_902705855.1	48.7	GCA_902705855.1	1	1	3949550	0	RS_GCF_902705855.1
2304603.SAMN10319551.GCA_003725715.1	49.0	GCA_003725715.1	1	0	4084538	0	GB_GCA_003725715.1
2794344.SAMN16992955.GCA_016132545.1	56.5	GCA_016132545.1	0	0	4078570	1	RS_GCF_016132545.1
2721624.SAMN14466327.GCA_012272835.1	55.7	GCA_012272835.1			4404448		RS_GCF_012272835.1
1122224.SAMN02440685.GCA_000422345.1	55.1	GCA_000422345.1	1	0	3435542	0	RS_GCF_000422345.1
1123279.SAMN02440570.GCA_000420325.1	57.3	GCA_000420325.1	1	0	3947342	0	RS_GCF_000420325.1
1932666.SAMN07619184.GCA_002692965.1	64.5	GCA_002692965.1	1	0	3800706	0	GB_GCA_002692965.1
1951908.SAMN06456472.GCA_002384925.1	61.6	GCA_002384925.1	1	0	3757011	0	GB_GCA_002384925.1
622616.SAMEA9694046.GCA_913061145.1	62.5	GCA_913061145.1			3521245		None
1951916.SAMN06450485.GCA_002416125.1	62.9	GCA_002416125.1	1	0	3525482	0	GB_GCA_002416125.1
2448162.SAMN10169376.GCA_003719295.1	61.3	GCA_003719295.1	1	1	3961381	0	RS_GCF_003719295.1
1121937.SAMN02441505.GCA_000423125.1	60.8	GCA_000423125.1	1	0	4258722	0	RS_GCF_000423125.1
1905677.SAMN08107537.GCA_002868715.1	58.4	GCA_002868715.1	0	0	4060980	1	RS_GCF_002868715.1
2708301.SAMN14074152.GCA_010669285.1	60.7	GCA_010669285.1	1	0	4649503	1	RS_GCF_010669285.1
930806.SAMD00245610.GCA_014652275.1	57.3	GCA_014652275.1	1	0	3418305	0	RS_GCF_014652275.1
1932666.SAMN13826822.GCA_009937575.1	59.7	GCA_009937575.1	0	0	4995395	1	GB_GCA_009937575.1
2026743.SAMN16086363.GCA_016744355.1	51.5	GCA_016744355.1	1	0	3944084	0	GB_GCA_016744355.1
2026743.SAMN14914553.GCA_018657645.1	53.2	GCA_018657645.1	1	0	5406887	0	GB_GCA_018657645.1
622616.SAMEA9694599.GCA_913061115.1	52.4	GCA_913061115.1			3080889		None
1932666.SAMN08158041.GCA_002862465.1	50.5	GCA_002862465.1	1	0	3296835	0	GB_GCA_002862465.1
930805.SAMEA5215810.GCA_902705825.1	54.7	GCA_902705825.1	1	1	5051014	0	RS_GCF_902705825.1
1932666.SAMN16425557.GCA_016704305.1	59.4	GCA_016704305.1	0	0	5375741	1	GB_GCA_016704305.1
2024834.SAMN07619203.GCA_002699145.1	64.7	GCA_002699145.1	1	0	5201423	0	GB_GCA_002699145.1
2562682.SAMN11295162.GCA_004745945.1	65.1	GCA_004745945.1	0	0	4840110	1	RS_GCF_004745945.1
1737061.SAMN08281021.GCA_002866825.1	57.2	GCA_002866825.1	0	0	4664827	1	RS_GCF_002866825.1
2606449.SAMN12671277.GCA_008370495.1	60.1	GCA_008370495.1	1	0	4431436	1	RS_GCF_008370495.1
247634.SAMN02436226.GCA_000156295.1	53.0	GCA_000156295.1	1	0	4326936	0	GB_GCA_000156295.1
2283635.SAMN09722865.GCA_003457605.1	61.7	GCA_003457605.1			4307356		RS_GCF_003457605.1
2547392.SAMN11073728.GCA_004354085.1	59.9	GCA_004354085.1	0	0	4193411	1	GB_GCA_004354085.1
930805.SAMN08279521.GCA_002869505.1	57.7	GCA_002869505.1	1	0	4064193	0	RS_GCF_002869505.1
2601894.SAMN10929370.GCA_009388985.1	56.7	GCA_009388985.1	1	0	4306437	0	RS_GCF_009388985.1
2758564.SAMN15644194.GCA_014077625.1	52.6	GCA_014077625.1			3304636		RS_GCF_014077625.1
651086.SAMN18023140.GCA_017255185.1	64.4	GCA_017255185.1			5034893		RS_GCF_017255185.1
2716870.SAMN12580352.GCA_008064665.1	61.8	GCA_008064665.1	1	0	4845847	0	RS_GCF_008064665.1
1852021.SAMN12575860.GCA_008064635.1	62.7	GCA_008064635.1	0	0	4469285	1	RS_GCF_008064635.1
651086.SAMN08997836.GCA_003402235.1	63.3	GCA_003402235.1	1	0	5089065	0	RS_GCF_003402235.1
1951921.SAMN06450631.GCA_002428935.1	58.3	GCA_002428935.1			3790907		GB_GCA_002428935.1
566466.SAMN02436223.GCA_000158155.1	56.3	GCA_000158155.1	1	0	4208084	0	GB_GCA_000158155.1
314285.SAMN02436113.GCA_000153125.1	57.7	GCA_000153125.1	1	0	4351117	0	None
1265313.SAMN03076238.GCA_000764025.1	66.1	GCA_000764025.1	1	0	3212303	0	RS_GCF_000764025.1
1132028.SAMN09708737.GCA_003428685.1	62.2	GCA_003428685.1			3911570		RS_GCF_003428685.1
2518989.SAMN10929367.GCA_009910365.1	51.7	GCA_009910365.1	1	0	3095392	0	RS_GCF_009910365.1
2026743.SAMN19005917.GCA_018402405.1	51.7	GCA_018402405.1	1	0	2525981	0	GB_GCA_018402405.1
565045.SAMN02436313.GCA_000158175.1	56.7	GCA_000158175.1	0	0	3261541	1	RS_GCF_000158175.1
2590574.SAMN12098040.GCA_012270045.1	60.1	GCA_012270045.1			3356165		GB_GCA_012270045.1
247639.SAMN02436101.GCA_000169115.1	51.8	GCA_000169115.1	1	0	3576081	0	GB_GCA_000169115.1
1655483.SAMEA8498459.GCA_905478745.1	52.9	GCA_905478745.1	1	0	3031460	0	GB_GCA_905478745.1
2735679.SAMEA9694328.GCA_913057135.1	55.3	GCA_913057135.1			2857914		None
1951914.SAMN06452114.GCA_002390055.1	53.3	GCA_002390055.1	1	0	2767883	0	GB_GCA_002390055.1
1655483.SAMEA8498507.GCA_905479205.1	51.9	GCA_905479205.1	1	0	2526005	0	GB_GCA_905479205.1
1655483.SAMEA8498467.GCA_905478845.1	54.8	GCA_905478845.1	1	0	2539066	0	GB_GCA_905478845.1
2735679.SAMEA9694229.GCA_913064715.1	57.9	GCA_913064715.1			2690294		None
2026743.SAMN07619202.GCA_002721785.1	57.2	GCA_002721785.1	1	0	2717702	0	GB_GCA_002721785.1
1986745.SAMN06971875.GCA_002167765.1	52.9	GCA_002167765.1	1	0	2325617	0	GB_GCA_002167765.1
191625.SAMEA9694700.GCA_913064725.1	52.6	GCA_913064725.1			2627558		None
1655483.SAMEA8498524.GCA_905479385.1	53.7	GCA_905479385.1	1	0	2614554	0	GB_GCA_905479385.1
1977087.SAMN08158045.GCA_002862405.1	52.7	GCA_002862405.1	1	0	2526148	0	GB_GCA_002862405.1
2735679.SAMEA9694177.GCA_913065015.1	53.7	GCA_913065015.1			2442714		None
745014.SAMN00010579.GCA_000227505.1	52.9	GCA_000227505.1			2736988		None
933926.SAMN10362944.GCA_003752585.1	50.0	GCA_003752585.1			4398449		RS_GCF_003752585.1
1891229.SAMN14675779.GCA_013215025.1	46.1	GCA_013215025.1	1	0	2781128	0	GB_GCA_013215025.1
1891229.SAMN14675778.GCA_013215055.1	43.4	GCA_013215055.1	1	0	7194100	0	GB_GCA_013215055.1
2029982.SAMEA5215813.GCA_902705835.1	48.0	GCA_902705835.1	1	1	5064261	0	GB_GCA_902705835.1
2773454.SAMN16223694.GCA_014805825.1	41.7	GCA_014805825.1	0	1	4490436	0	RS_GCF_014805825.1
1561205.SAMN03107782.GCA_001624705.1	40.4	GCA_001624705.1			5191229		RS_GCF_001624705.1
314277.SAMN02436165.GCA_000153025.1	40.9	GCA_000153025.1	1	0	5153226	0	RS_GCF_000153025.1
1902503.SAMN07125512.GCA_002173415.1	41.4	GCA_002173415.1	0	1	3235607	0	None
1792290.SAMEA4029002.GCA_900089775.1	44.1	GCA_900089775.1			4718223		RS_GCF_900089775.1
1792290.SAMN17124794.GCA_016461715.1	44.4	GCA_016461715.1			4840272		RS_GCF_016461715.1
2529379.SAMN11026736.GCA_004352835.1	42.6	GCA_004352835.1	1	0	3762212	0	RS_GCF_004352835.1
2530201.SAMN11026735.GCA_004352855.1	45.7	GCA_004352855.1	1	0	3753874	1	RS_GCF_004352855.1
491954.SAMN09074958.GCA_003387375.1	44.9	GCA_003387375.1			3870684		RS_GCF_003387375.1
491952.SAMN00713622.GCA_000214215.1	44.3	GCA_000214215.1			3899940		RS_GCF_000214215.1
491951.SAMN09074954.GCA_003314975.1	44.5	GCA_003314975.1			3765697		RS_GCF_003314975.1
1561203.SAMN03107786.GCA_001625355.1	44.6	GCA_001625355.1			3772873		RS_GCF_001625355.1
2795388.SAMN17035930.GCA_016463975.1	43.8	GCA_016463975.1			4396909		RS_GCF_016463975.1
178399.SAMN14517806.GCA_013372285.1	43.4	GCA_013372285.1	1	0	4068722	0	RS_GCF_013372285.1
1208321.SAMN02471158.GCA_000508165.1	44.8	GCA_000508165.1	0	0	3833369	1	RS_GCF_000508165.1
1122207.SAMN02597439.GCA_000521805.1	41.1	GCA_000521805.1			3342098		RS_GCF_000521805.1
2774408.SAMN16252165.GCA_014803385.1	40.3	GCA_014803385.1			3708185		RS_GCF_014803385.1
2823372.SAMN18630596.GCA_018145875.1	46.0	GCA_018145875.1			3454584		RS_GCF_018145875.1
2605432.SAMN12613415.GCA_008122525.1	46.1	GCA_008122525.1	1	0	3591672	0	RS_GCF_008122525.1
491948.SAMN09074957.GCA_003315485.1	42.8	GCA_003315485.1			4425672		RS_GCF_003315485.1
2065312.SAMN08196883.GCA_018336955.1	42.8	GCA_018336955.1	0	1	4419923	0	RS_GCF_018336955.1
1122206.SAMN02745753.GCA_900129155.1	42.5	GCA_900129155.1	1	1	5038537	0	RS_GCF_900129155.1
1972585.SAMN06643054.GCA_012726345.1	42.7	GCA_012726345.1			5034670		RS_GCF_012726345.1
2066133.SAMN08214580.GCA_018336975.1	42.7	GCA_018336975.1			4761082		RS_GCF_018336975.1
491949.SAMN09077293.GCA_003208215.1	43.8	GCA_003208215.1			3969578		RS_GCF_003208215.1
491950.SAMN17839520.GCA_016906065.1	43.5	GCA_016906065.1	1	0	3994789	0	RS_GCF_016906065.1
1053647.SAMN10284718.GCA_003721245.1	45.0	GCA_003721245.1	1	0	3456993	0	RS_GCF_003721245.1
2726122.SAMN14582689.GCA_012584435.1	46.0	GCA_012584435.1	1	0	3576783	0	RS_GCF_012584435.1
383750.SAMN15963190.GCA_014623465.1	44.5	GCA_014623465.1	1	0	4540024	0	RS_GCF_014623465.1
2202418.SAMN09228020.GCA_003259175.1	44.4	GCA_003259175.1	0	0	4305670	1	RS_GCF_003259175.1
491947.SAMN09074741.GCA_004362145.1	43.4	GCA_004362145.1			3882032		RS_GCF_004362145.1
717774.SAMN00713593.GCA_000192865.1	44.1	GCA_000192865.1			4684316		RS_GCF_000192865.1
2589817.SAMN12071743.GCA_006385675.1	48.0	GCA_006385675.1			3682462		RS_GCF_006385675.1
2213058.SAMN09377739.GCA_003362755.1	45.7	GCA_003362755.1	0	0	3996314	1	RS_GCF_003362755.1
1806667.SAMEA4029000.GCA_900089975.1	45.3	GCA_900089975.1	0	1	3828797	0	RS_GCF_900089975.1
359209.SAMN17766126.GCA_016888445.1	48.5	GCA_016888445.1			3217825		RS_GCF_016888445.1
359209.SAMN17124793.GCA_016461785.1	44.8	GCA_016461785.1			3973591		RS_GCF_016461785.1
28254.SAMN08776293.GCA_004363305.1	45.8	GCA_004363305.1	1	0	3854463	0	RS_GCF_004363305.1
1137284.SAMN03840741.GCA_001517305.1	46.2	GCA_001517305.1			4189249		RS_GCF_001517305.1
295068.SAMN04506841.GCA_001639695.1	49.0	GCA_001639695.1	1	0	3655600	0	RS_GCF_001639695.1
1899355.SAMN16454457.GCA_015665455.1	42.5	GCA_015665455.1	1	0	4846406	0	GB_GCA_015665455.1
1853216.SAMN09665230.GCA_003577475.1	48.5	GCA_003577475.1	1	0	3700607	0	RS_GCF_003577475.1
2497634.SAMN10605128.GCA_007116635.1	51.6	GCA_007116635.1	1	0	2510851	0	GB_GCA_007116635.1
1667053.SAMEA9694465.GCA_913063165.1	48.9	GCA_913063165.1			2553226		None
1445510.SAMN03379849.GCA_000940805.1	48.6	GCA_000940805.1	1	0	6475959	0	RS_GCF_000940805.1
2161747.SAMN09742601.GCA_003367315.1	57.4	GCA_003367315.1	0	0	3686911	1	RS_GCF_003367315.1
1897632.SAMN05687754.GCA_003054965.1	55.4	GCA_003054965.1	1	0	3750085	0	RS_GCF_003054965.1
418750.SAMD00245586.GCA_014651855.1	59.2	GCA_014651855.1			5527949		RS_GCF_014651855.1
2448477.SAMN10170242.GCA_004000275.1	56.4	GCA_004000275.1	0	1	4712158	0	RS_GCF_004000275.1
1123228.SAMN02440661.GCA_000423605.1	55.4	GCA_000423605.1			4743148		RS_GCF_000423605.1
1336806.SAMN19350955.GCA_018860385.1	44.0	GCA_018860385.1			3421657		RS_GCF_018860385.1
1336806.SAMN14593216.GCA_018607375.1	53.8	GCA_018607375.1	1	0	3216603	0	GB_GCA_018607375.1
2593301.SAMN12214903.GCA_008041945.1	45.5	GCA_008041945.1	1	0	2942562	0	RS_GCF_008041945.1
230495.SAMN10984411.GCA_004341165.1	50.6	GCA_004341165.1			4230836		RS_GCF_004341165.1
2788942.SAMN16788706.GCA_015687175.1	48.5	GCA_015687175.1			5694602		RS_GCF_015687175.1
314283.SAMN02436140.GCA_000153185.1	52.4	GCA_000153185.1	1	0	4526761	0	RS_GCF_000153185.1
2759953.SAMN11295843.GCA_004768465.1	60.4	GCA_004768465.1			4335798		RS_GCF_004768465.1
2827238.SAMN18746832.GCA_018837975.1	40.1	GCA_018837975.1			5914969		RS_GCF_018837975.1
1123509.SAMN02441217.GCA_000428585.1	41.0	GCA_000428585.1	1	0	5798664	1	RS_GCF_000428585.1
2751884.SAMN15501976.GCA_013425485.1	40.4	GCA_013425485.1			6824910		RS_GCF_013425485.1
2683272.SAMN14122253.GCA_011009015.1	40.1	GCA_011009015.1	0	0	6687090	1	RS_GCF_011009015.1
2528527.SAMN09873689.GCA_003864255.1	59.8	GCA_003864255.1			3663152		RS_GCF_003864255.1
1698521.SAMN03956932.GCA_001646945.1	46.7	GCA_001646945.1	0	1	6130497	0	RS_GCF_001646945.1
1121862.SAMN02440436.GCA_000373945.1	46.7	GCA_000373945.1	1	1	5545668	0	RS_GCF_000373945.1
2821094.SAMN18440236.GCA_017744115.1	49.1	GCA_017744115.1	0	1	6302811	0	GB_GCA_017744115.1
1333660.SAMN03978955.GCA_001647025.1	47.9	GCA_001647025.1			6687418		None
570277.SAMN04155633.GCA_001583435.1	48.5	GCA_001583435.1	0	1	5430256	0	RS_GCF_001583435.1
1137799.SAMN02851612.GCA_000722635.1	47.0	GCA_000722635.1	0	1	6342227	0	RS_GCF_000722635.1
1633495.SAMN03407264.GCA_001562015.1	47.7	GCA_001562015.1	1	1	6453554	0	RS_GCF_001562015.1
2072845.SAMN08369912.GCA_009653635.1	46.8	GCA_009653635.1			4938102		RS_GCF_009653635.1
1914300.SAMN10959845.GCA_004762125.1	44.9	GCA_004762125.1	1	1	5490128	0	GB_GCA_004762125.1
1940822.SAMN06271651.GCA_002084115.1	52.1	GCA_002084115.1	0	1	3301303	0	GB_GCA_002084115.1
517724.SAMN17615107.GCA_018263925.1	51.4	GCA_018263925.1			5014898		RS_GCF_018263925.1
1960125.SAMEA103939778.GCA_900174585.1	51.5	GCA_900174585.1			5467208		RS_GCF_900174585.1
